,V,fitness,AH3,AF3,AF5,A3N3,AD5,s,tau,lambda1,lambda2,taquiónico
0,0.000258470312585012572045850554048,1.70608358078018e-9,8.356849532537922,88.36930666210046,66.60317463298298,63.31299844466466,-61.643706965929645,99.04821666896768,21.915238281651018,-3.83768990782745e-7,3.86877351779716e-7,1
1,0.000314509037156584267229397777754,1.84875316620147e-9,11.755424699533108,31.612631131295785,65.59099256171086,43.9184385427871,-64.68266780028415,97.38079674607457,20.784002473197706,-5.45959473074120e-7,5.49057163120480e-7,1
2,0.00112909996879019753138195802933,5.11810582931937e-9,5.754643618023451,16.51357668751463,-99.7273915366274,21.11055235233914,-91.56459967980739,50.70869740203897,22.12720980215136,-4.10670113150145e-6,4.10654634445048e-6,1
3,0.000830513550626086238977408005013,1.26121882984003e-8,52.700960954413404,63.803911028780306,-36.97845327605813,-7.95826760184606,-57.09141125172585,91.34816047116112,12.070730307954936,-2.66228887749110e-6,2.67466061639485e-6,1
4,0.000116213575797241043530139137374,3.33713052468489e-10,3.0068242759483184,-59.88499324361407,-59.11061564553633,-38.93353641392068,-70.1246319650842,95.18767256390447,46.91371898037416,-1.48763448649377e-7,1.49384866545327e-7,1
5,0.000397136355273352539742987010740,7.13598850193316e-9,35.29060577006433,-83.07366688570859,95.34935463449338,-60.59924618034967,-23.246585648813408,98.0524114021188,12.48664882045526,-1.30010840344241e-6,1.31083324451249e-6,1
6,0.000251249288266077071274384735489,1.35874097606597e-9,11.786229611143511,5.037313808723411,69.17167797569033,-92.981258344883,-73.5472088176582,95.34690888709628,26.28894408845558,-5.36626274564130e-7,5.38760291721218e-7,1
7,0.000122125215058566224859276649894,4.14450967030617e-9,15.444924981255511,-72.79378952812974,-51.92945170313816,-47.658540582006495,-0.7985409515410851,96.92951157135826,10.75935842835155,-5.65520325614903e-7,5.73148859998846e-7,1
8,0.000245181197033676398500112725287,9.74880846528202e-9,5.23533678241219,52.31120490666595,-34.60248476306475,88.70886881400037,-57.5401093346358,95.39337425533141,23.350550437489215,-3.10264357597682e-7,3.29571864573327e-7,1
9,-0.0000565474247860512090361681525330,1.57072824892774e-9,-0.05461034917124152,-92.70418524114261,12.552840416544655,-33.70863544939668,50.0615862511257,88.56897694957905,84.72153050517896,-1.38245023016462e-8,1.69654127923604e-8,1
10,-0.000112925790109680434397144976888,4.15637166752665e-9,-0.8189926054110117,-15.590777219751999,12.307904460605656,-53.922205206564655,76.3648219613234,94.37236243219644,49.827971738568586,-6.79818053036945e-8,7.62845043202580e-8,1
11,0.000427459896362440477587951725980,8.36266892756768e-9,26.60728615565675,50.035258894076804,-81.65120466462035,87.3703228875415,-36.21052096944635,99.99223906535364,12.660234153768624,-9.87805066601931e-7,9.84136175076798e-7,1
12,0.000167864623268737582452089784901,1.31706741002963e-9,17.642457239260324,-81.77143336446818,74.8884291538364,-10.372331048018665,0.7675501418106307,94.70353291749387,9.13225435128836,-7.26039318946004e-7,7.27665394441158e-7,1
13,-0.0000782469599401670244621584404676,7.16323245106065e-10,-0.7804570246433968,66.3682585168005,-44.81569140264898,-14.606863415389299,72.56737359867981,96.66616984172268,72.42549821232602,-4.61314144713510e-8,4.57744067496865e-8,1
14,-0.0000690627441386874207267590475290,1.03500070556158e-8,0.07248156703116138,-60.262078975252955,18.753499964697767,-70.50529336133033,57.26163146492044,98.82472680676035,63.56561192405938,-2.24362043598001e-8,1.72613464336019e-8,1
15,0.000236936683505477297100733080626,2.20229534198735e-8,9.918537853357961,27.034471430611845,-19.51448553042927,-42.2213002559249,-62.776264597848396,97.70896520945438,26.457653808757907,-3.96567508519822e-7,4.40241456754123e-7,1
16,0.000114011805702045584454996929313,7.86882775154312e-9,6.080920019209586,9.201928808661748,-36.82127202445879,-77.93563527762697,-35.33688841311742,92.36533944255608,27.60147828001387,-3.02528295699391e-7,2.98637178848887e-7,1
17,0.000152691413143554488617351094781,3.64264570404432e-9,5.477179030699219,-55.232120562464935,84.05876760979564,-89.89791444789927,-71.22276080240755,93.327992608793,39.16794247208328,-2.70308569285617e-7,2.77445401825612e-7,1
18,0.000317992664143920645766772103968,6.10238545322255e-9,10.52350329667209,-25.429974100097,-48.65881322844277,39.88501762316784,-72.38214692820586,95.38550029403316,22.5896556549656,-5.47529179305495e-7,5.44620757279290e-7,1
